"ID","MonthlyIncome"
871,6086.76293872746
872,2242.5955855472
873,14545.2511871829
874,2377.85396928769
875,2194.15181943026
876,6707.32143571769
877,6084.48780155016
878,1989.57412427748
879,2375.99809571678
880,14612.2065031866
881,10901.0223965695
882,2387.55149806594
883,5981.06138538513
884,5966.72472402094
885,6144.02072595287
886,5910.85856630305
887,6081.24029847175
888,6036.92754310302
889,6270.97321042262
890,2290.15584399435
891,6140.35395926805
892,9847.87129920032
893,9779.06010962576
894,6132.9315676671
895,10981.8062520996
896,10032.0815708955
897,10026.050808802
898,14242.3943302887
899,6187.9142177152
900,2256.93224691138
901,2248.62634764064
902,6243.78037543309
903,6651.4552779998
904,2418.49995797161
905,14521.7251188782
906,5894.24676776157
907,10424.5363044282
908,6109.40549936239
909,2033.46761603982
910,1977.60145832193
911,17985.918526319
912,2296.18660608779
913,2346.02200171224
914,10025.1673011322
915,6092.79370082091
916,5925.19522766724
917,2189.00456500661
918,5916.88932839649
919,2052.3545517586
920,2752.30527477144
921,2153.50583074634
922,2129.47164060391
923,6148.65985853879
924,6323.17260145569
925,15180.057487306
926,2582.43166444047
927,6314.86670218495
928,10258.329460782
929,2079.63624497946
930,2368.66456234716
931,6483.85680484613
932,9928.65515473043
933,10038.9958406587
934,1995.60488637093
935,2027.43685394638
936,2128.58813293412
937,10328.0241580264
938,10171.5148431585
939,6643.14937872906
940,2027.43685394638
941,2768.03356564313
942,10053.3325020229
943,10901.0223965695
944,5902.55266703231
945,1811.39461467577
946,6022.59088173883
947,1977.60145832193
948,2164.08686719438
949,2352.05276380568
950,6178.21668893695
951,2555.14997121961
952,6092.79370082091
953,6101.09960009165
954,2265.23814618212
955,6156.96575780954
956,9718.55481932193
957,11199.7482427154
958,2472.0909785122
959,10551.488788898
960,19011.3686668609
961,2306.76764253583
962,6173.57755635102
963,6278.39560202357
964,6426.59901762073
965,1914.82103084081
966,18294.8061453066
967,2107.3372018067
968,9810.00856953142
969,14931.6751586222
970,2201.06608919349
971,6036.92754310302
972,6179.60831844446
973,2184.45429065201
974,1875.5666716644
975,5831.46634028045
976,2043.16514481807
977,6596.98074978943
978,2256.93224691138
979,10259.2129684518
980,17967.91509827
981,2237.95645296127
982,10139.1747537453
983,2171.50925879534
984,2140.56079888967
985,5982.45301489264
986,2479.00524827543
987,1858.95487312292
988,6020.31574456153
989,10526.5710910857
990,2012.21668491241
991,6245.1720049406
992,2328.01857366324
993,6357.78782804617
994,5908.58342912575
995,5972.75548611438
996,6539.72296256402
997,2122.55737084068
998,14739.1589876563
999,10023.7756716247
1000,2068.96635030009
1001,6606.17015672996
1002,5966.72472402094
1003,6196.22011698594
1004,6754.88169416484
1005,2472.0909785122
1006,6030.01327333978
1007,2083.30301166427
1008,6204.52601625668
1009,18279.0778544349
1010,6421.9598850348
1011,10286.4946616727
1012,6222.52944430568
1013,6245.1720049406
1014,6285.3098717868
1015,6054.93097115201
1016,2462.39344973395
1017,2361.75029258393
1018,9912.04335618895
1019,10015.469772354
1020,1938.34709914552
1021,6190.1893548925
1022,6045.23344237376
1023,6036.92754310302
1024,10731.0599280072
1025,14140.3595436312
1026,17958.2175694917
1027,6030.01327333978
1028,5798.24274319748
1029,5869.32906994935
1030,10600.4406768526
1031,5861.0231706786
1032,2480.39687778294
1033,9779.06010962576
1034,1875.5666716644
1035,6235.47447616235
1036,1960.98965978045
1037,6055.8144788218
1038,10263.8521010378
1039,9922.62439263699
1040,6243.78037543309
1041,2138.28566171237
1042,2138.28566171237
1043,9859.84396515587
1044,6651.4552779998
1045,2209.37198846423
1046,1892.17847020589
1047,6012.00984529079
1048,10007.1638730832
1049,2368.66456234716
1050,5832.85796978796
1051,11175.714052573
1052,2368.66456234716
1053,6092.79370082091
1054,2298.46174326509
1055,2256.93224691138
1056,2256.93224691138
1057,5920.55609508131
1058,14373.0135814433
1059,6699.01553644695
1060,2188.12105733682
1061,6557.2182687753
1062,6242.38874592558
1063,6558.60989828281
1064,2155.78096792364
1065,6103.88285910667
1066,2209.37198846423
1067,3047.36435423258
1068,18611.9996635649
1069,5925.19522766724
1070,2161.81173001708
1071,2311.40677512176
1072,6355.51269086887
1073,2168.72599978031
1074,6323.17260145569
1075,5895.63839726908
1076,14716.5164270214
1077,18220.9365595397
1078,6179.60831844446
1079,6187.9142177152
1080,6682.40373790547
1081,2274.93567496037
1082,1932.8244588898
1083,2027.43685394638
1084,6458.93910703391
1085,9876.45576369735
1086,10435.1173408763
1087,6022.59088173883
1088,2256.93224691138
1089,2248.62634764064
1090,5854.10890091537
1091,5934.89275644549
1092,6362.8462242385
1093,9920.34925545969
1094,5918.280957904
1095,6066.48437350117
1096,6076.18190227942
1097,2777.73109442138
1098,2138.28566171237
1099,2368.66456234716
1100,6212.83191552743
1101,17966.5234687625
1102,6076.18190227942
1103,6303.31329983579
1104,11248.1920088324
1105,2410.19405870087
1106,2376.9704616179
1107,2432.83661933579
1108,6077.57353178693
1109,6036.92754310302
1110,5997.67318392661
1111,6467.24500630465
1112,10143.8138863312
1113,10183.0682455077
1114,6651.4552779998
1115,10833.0947146647
1116,2316.46517131408
1117,6634.84347945832
1118,5975.53874512941
1119,10592.1347775819
1120,2410.19405870087
1121,10368.6701467103
1122,14754.3791566903
1123,6058.59773783682
1124,14279.2846940565
1125,2168.72599978031
1126,1839.97907917281
1127,2281.8499447236
1128,6198.49525416324
1129,14348.0958836311
1130,1957.74215670203
1131,9847.87129920032
1132,14140.3595436312
1133,6196.22011698594
1134,2117.91823825475
1135,2555.14997121961
1136,2179.81515806608
1137,2929.60127670336
1138,6229.44371406891
1139,10294.8005609434
1140,13840.6613315841
1141,6160.63252449435
1142,6179.60831844446
1143,10768.0391500063
1144,5869.32906994935
1145,6403.07294931602
1146,6101.09960009165
1147,6066.48437350117
1148,2238.92881886239
1149,2105.94557229919
1150,6199.88688367076
1151,2230.62291959164
1152,5938.5595231303
1153,6746.5757948941
1154,1960.98965978045
1155,6539.72296256402
1156,14283.9238266424
1157,2148.86669816041
1158,6550.30399901207
1159,2043.16514481807
1160,6086.76293872746
1161,2240.3204483699
1162,9920.34925545969
1163,2536.26303550083
1164,10056.9992687077
1165,2274.93567496037
1166,1989.57412427748
1167,10193.6492819557
1168,5956.1436875729
1169,2146.59156098311
1170,2462.39344973395
